Symbol,Synonym Symbol,Scientific Name with Author,National Common Name,Family
RICEP,ABAB3,Ribes cereum Douglas var. pedicellare W.H. Brewer & S. Watson,whisky currant,Grossulariaceae
RICEP,RICEI,Ribes cereum Douglas var. inebrians (Lindl.) C.L. Hitchc.,rubber rabbitbrush,Grossulariaceae
RICEP,RIIN3,Ribes inebrians Lindl.,rubber rabbitbrush,Grossulariaceae
RIIN2,ABAB3,Ribes inerme Rydb.,whitestem gooseberry,Grossulariaceae
RIINI,ABAB3,Ribes inerme Rydb. var. inerme,whitestem gooseberry,Grossulariaceae
RIINI,GRIN3,Grossularia inermis (Rydb.) Coville & Britton,rubber rabbitbrush,Grossulariaceae
RIINI,GRINP,Grossularia inermis (Rydb.) Coville & Britton var. pubescens A. Berger,rubber rabbitbrush,Grossulariaceae
RIINI,RIDII,Ribes divaricatum Douglas var. inerme (Rydb.) McMinn,rubber rabbitbrush,Grossulariaceae
RIINI,RIINS,Ribes inerme Rydb. var. subarmatum M. Peck,rubber rabbitbrush,Grossulariaceae
RIINI,RIVA,Ribes valicola Greene ex Rydb.,rubber rabbitbrush,Grossulariaceae
RILA,ABAB3,Ribes lacustre (Pers.) Poir.,prickly currant,Grossulariaceae
RILA,LILA9,Limnobotrya lacustris (Pers.) Rydb.,rubber rabbitbrush,Grossulariaceae
RILA,RILAP,Ribes lacustre (Pers.) Poir. var. parvulum A. Gray,rubber rabbitbrush,Grossulariaceae
RILA,RIOXL,Ribes oxycanthoides L. var. lacustre Pers.,rubber rabbitbrush,Grossulariaceae
RILA3,ABAB3,Ribes laxiflorum Pursh,trailing black currant,Grossulariaceae
RILA3,RICO2,Ribes coloradense Coville,rubber rabbitbrush,Grossulariaceae
RILE,ABAB3,Ribes leptanthum A. Gray,trumpet gooseberry,Grossulariaceae
RIMO2,ABAB3,Ribes montigenum McClatchie,gooseberry currant,Grossulariaceae
RIMO2,LIMO5,Limnobotrya montigena (McClatchie) Rydb.,rubber rabbitbrush,Grossulariaceae
RIMO2,RILAM,Ribes lacustre (Pers.) Poir. var. molle A. Gray,rubber rabbitbrush,Grossulariaceae
RIMO2,RILE3,Ribes lentum (M.E. Jones) Coville & Rose,rubber rabbitbrush,Grossulariaceae
RIMO2,RINU,Ribes nubigenum McClatchie,rubber rabbitbrush,Grossulariaceae
RINI2,ABAB3,Ribes niveum Lindl.,snow currant,Grossulariaceae
RIOX,ABAB3,Ribes oxyacanthoides L.,Canadian gooseberry,Grossulariaceae
RIOXS,ABAB3,Ribes oxyacanthoides L. ssp. setosum (Lindl.) Sinnott,inland gooseberry,Grossulariaceae
RIOXS,GRSE7,Grossularia setosa (Lindl.) Coville & Britton,rubber rabbitbrush,Grossulariaceae
RIOXS,RICA3,Ribes camporum Blank.,rubber rabbitbrush,Grossulariaceae
RIOXS,RIOXS3,Ribes oxyacanthoides L. var. setosum (Lindl.) Dorn,rubber rabbitbrush,Grossulariaceae
RIOXS,RISA3,Ribes saximontanum E.E. Nelson,rubber rabbitbrush,Grossulariaceae
RIOXS,RISE2,Ribes setosum Lindl.,rubber rabbitbrush,Grossulariaceae
RIVI3,ABAB3,Ribes viscosissimum Pursh,sticky currant,Grossulariaceae
RIVI3,RIVIH,Ribes viscosissimum Pursh var. hallii (Jancz.) Jancz.,rubber rabbitbrush,Grossulariaceae
RIWO,ABAB3,Ribes wolfii Rothr.,Wolf's currant,Grossulariaceae
RIWO,RIMO3,Ribes mogollonicum Greene,rubber rabbitbrush,Grossulariaceae
ROAC,ABAB3,Rosa acicularis Lindl.,prickly rose,Rosaceae
ROACS,ABAB3,Rosa acicularis Lindl. ssp. sayi (Schwein.) W.H. Lewis,prickly rose,Rosaceae
ROACS,ROACB,Rosa acicularis Lindl. var. bourgeauiana (Crép.) Crép.,rubber rabbitbrush,Rosaceae
ROACS,ROACS2,Rosa acicularis Lindl. var. sayana Erlanson,rubber rabbitbrush,Rosaceae
ROACS,ROBO5,Rosa bourgeauiana Crép.,rubber rabbitbrush,Rosaceae
ROACS,ROCO8,Rosa collaris Rydb.,rubber rabbitbrush,Rosaceae
ROACS,ROEN,Rosa engelmannii S. Watson,rubber rabbitbrush,Rosaceae
ROACS,ROSA3,Rosa sayi Schwein.,rubber rabbitbrush,Rosaceae
ROAL,ABAB3,Rorippa alpina (S. Watson) Rydb.,alpine yellowcress,Brassicaceae
ROAL,NAOBA,Nasturtium obtusum Nutt. var. alpinum S. Watson,rubber rabbitbrush,Brassicaceae
ROAL,ROCUA,Rorippa curvipes Greene var. alpina (S. Watson) R. Stuckey,rubber rabbitbrush,Brassicaceae
ROAL,ROOBA,Rorippa obtusa (Nutt.) Britton var. alpina (S. Watson) Britton,rubber rabbitbrush,Brassicaceae
ROAR3,ABAB3,Rosa arkansana Porter,prairie rose,Rosaceae
ROARA,ABAB3,Rosa arkansana Porter var. arkansana,prairie rose,Rosaceae
ROARA,ROLU2,Rosa lunellii Greene,rubber rabbitbrush,Rosaceae
ROARA,RORY,Rosa rydbergii Greene,rubber rabbitbrush,Rosaceae
ROARS,ABAB3,Rosa arkansana Porter var. suffulta (Greene) Cockerell,prairie rose,Rosaceae
ROARS,ROAL5,Rosa alcea Greene,rubber rabbitbrush,Rosaceae
ROARS,ROCO9,Rosa conjuncta Rydb.,rubber rabbitbrush,Rosaceae
ROARS,ROPR2,Rosa pratincola Greene,rubber rabbitbrush,Rosaceae
ROARS,ROSU6,Rosa suffulta Greene,rubber rabbitbrush,Rosaceae
ROARS,ROSUR,Rosa suffulta Greene var. relicta (Erlanson) Deam,rubber rabbitbrush,Rosaceae
ROBIN,ABAB3,Robinia L.,locust,Fabaceae
ROCO2,ABAB3,Rorippa coloradensis R. Stuckey,San Luis yellowcress,Brassicaceae
ROCU2,ABAB3,Rorippa curvipes Greene,bluntleaf yellowcress,Brassicaceae
ROCUC,ABAB3,Rorippa curvipes Greene var. curvipes,bluntleaf yellowcress,Brassicaceae
ROCUT,ABAB3,Rorippa curvipes Greene var. truncata (Jeps.) Rollins,bluntleaf yellowcress,Brassicaceae
ROCUT,RASIT,Radicula sinuata (Nutt.) Greene var. truncata Jeps.,rubber rabbitbrush,Brassicaceae
ROCUT,ROCUI,Rorippa curvipes Greene var. integra (Rydb.) R. Stuckey,rubber rabbitbrush,Brassicaceae
ROCUT,ROOBI,Rorippa obtusa (Nutt.) Britton var. integra (Rydb.) Vict.,rubber rabbitbrush,Brassicaceae
ROCUT,ROTE5,Rorippa teres auct. non (Michx.) R. Stuckey,rubber rabbitbrush,Brassicaceae
ROCUT,ROTR3,Rorippa truncata (Jeps.) R. Stuckey,rubber rabbitbrush,Brassicaceae
ROFE5,ABAB3,Rosa ferruiginea Vill.,redleaf rose,Rosaceae
ROFE5,ROGL80,"Rosa glauca Pourr., non Vill. ex Loisel.",rubber rabbitbrush,Rosaceae
ROFE5,RORU2,"Rosa rubrifolia Vill., nom. illeg.",rubber rabbitbrush,Rosaceae
ROHI,ABAB3,Robinia hispida L.,bristly locust,Fabaceae
ROHIH,ABAB3,Robinia hispida L. var. hispida,bristly locust,Fabaceae
ROHIH,ROGR3,Robinia grandiflora auct. non Ashe nec L. nec C.K. Schneid.,rubber rabbitbrush,Fabaceae
ROHIH,ROPA5,Robinia pallida Ashe,rubber rabbitbrush,Fabaceae
ROHIH,ROSP5,Robinia speciosa Ashe,rubber rabbitbrush,Fabaceae
ROHO,ABAB3,Robinia ×holdtii Beissn. [neomexicana × pseudoacacia],hybrid locust,Fabaceae
ROHO,ROCO7,Robinia ×coloradensis Dode,rubber rabbitbrush,Fabaceae
ROMA3,ABAB3,Rosa manca Greene,Mancos rose,Rosaceae
RONE,ABAB3,Robinia neomexicana A. Gray,New Mexico locust,Fabaceae
RONEN,ABAB3,Robinia neomexicana A. Gray var. neomexicana,New Mexico locust,Fabaceae
RONEN,ROLU,Robinia luxurians (Dieck) C.K. Schneid. ex Tarouca & C.K. Schneid.,rubber rabbitbrush,Fabaceae
RONEN,RONEL,Robinia neomexicana A. Gray var. luxurians Dieck,rubber rabbitbrush,Fabaceae
RONEN,RONES,Robinia neomexicana A. Gray var. subvelutina (Rydb.) Kearney & Peebles,rubber rabbitbrush,Fabaceae
RONU,ABAB3,Rosa nutkana C. Presl,Nootka rose,Rosaceae
RONUH,ABAB3,Rosa nutkana C. Presl var. hispida Fernald,bristly Nootka rose,Rosaceae
RONUH,ROAN3,Rosa anatonensis H. St. John,rubber rabbitbrush,Rosaceae
RONUH,ROCA10,Rosa caeruleimontana H. St. John,rubber rabbitbrush,Rosaceae
RONUH,ROJO2,Rosa jonesii H. St. John,rubber rabbitbrush,Rosaceae
RONUH,ROMA4,Rosa macdougalii Holz.,rubber rabbitbrush,Rosaceae
RONUH,ROME,Rosa megalantha G.N. Jones,rubber rabbitbrush,Rosaceae
RONUH,ROSP7,Rosa spaldingii Crép.,rubber rabbitbrush,Rosaceae
RONUH,ROSPA,Rosa spaldingii Crép. var. alta (Suksd.) G.N. Jones,rubber rabbitbrush,Rosaceae
RONUH,ROSPH,Rosa spaldingii Crép. var. hispida (Fernald) G.N. Jones,rubber rabbitbrush,Rosaceae
RONUH,ROSPP,Rosa spaldingii Crép. var. parkeri (S. Watson) H. St. John,rubber rabbitbrush,Rosaceae
ROPA2,ABAB3,Rorippa palustris (L.) Besser,bog yellowcress,Brassicaceae
ROPAF2,ABAB3,Rorippa palustris (L.) Besser ssp. fernaldiana (Butters & Abbe) Jonsell,Fernald's yellowcress,Brassicaceae
ROPAF2,ROHIG,Rorippa hispida (Desv.) Britton var. glabrata Lunell,rubber rabbitbrush,Brassicaceae
ROPAF2,ROISF3,Rorippa islandica (Oeder) Borbás ssp. fernaldiana (Butters & Abbe) Hultén,rubber rabbitbrush,Brassicaceae
ROPAF2,ROISF2,Rorippa islandica (Oeder) Borbás var. fernaldiana Butters & Abbe,rubber rabbitbrush,Brassicaceae
ROPAF2,ROISG,Rorippa islandica (Oeder) Borbás var. glabra (O.E. Schulz) S.L. Welsh & Reveal,rubber rabbitbrush,Brassicaceae
ROPAF2,ROISG2,Rorippa islandica (Oeder) Borbás var. glabrata (Lunell) Butters & Abbe,rubber rabbitbrush,Brassicaceae
ROPAF2,ROPAG,Rorippa palustris (L.) Besser ssp. glabra (O.E. Schulz) R. Stuckey,rubber rabbitbrush,Brassicaceae
ROPAF2,ROPAC3,Rorippa palustris (L.) Besser var. cernua (Nutt.) R. Stuckey,rubber rabbitbrush,Brassicaceae
ROPAF2,ROPAD2,Rorippa palustris (L.) Besser var. dictyota (Greene) R. Stuckey,rubber rabbitbrush,Brassicaceae
ROPAF2,ROPAG3,Rorippa palustris (L.) Besser var. glabra (O.E. Schulz) R. Stuckey,rubber rabbitbrush,Brassicaceae
ROPAF2,ROPAG4,Rorippa palustris (L.) Besser var. glabrata (Lunell) R. Stuckey,rubber rabbitbrush,Brassicaceae
ROPAH,ABAB3,Rorippa palustris (L.) Besser ssp. hispida (Desv.) Jonsell,hispid yellowcress,Brassicaceae
ROPAH,RAHI3,Radicula hispida (Desv.) Britton,rubber rabbitbrush,Brassicaceae
ROPAH,ROHI2,Rorippa hispida (Desv.) Britton,rubber rabbitbrush,Brassicaceae
ROPAH,ROISH2,Rorippa islandica (Oeder) Borbás var. hispida (Desv.) Butters & Abbe,rubber rabbitbrush,Brassicaceae
ROPAH,ROPAE2,Rorippa palustris (L.) Besser var. elongata R. Stuckey,rubber rabbitbrush,Brassicaceae
ROPAH,ROPAH2,Rorippa palustris (L.) Besser var. hispida (Desv.) Rydb.,rubber rabbitbrush,Brassicaceae
ROPS,ABAB3,Robinia pseudoacacia L.,black locust,Fabaceae
ROPS,ROPSP,Robinia pseudoacacia L. var. pyramidalis Pepin,rubber rabbitbrush,Fabaceae
ROPS,ROPSR,Robinia pseudoacacia L. var. rectissima (L.) Raber,rubber rabbitbrush,Fabaceae
ROPS,ROPSI2,Robinia pseudoacacia L. f. inermis (Mirb.) Rehder,rubber rabbitbrush,Fabaceae
RORA,ABAB3,Rotala ramosior (L.) Koehne,lowland rotala,Lythraceae
RORA,ROCA5,Rotala catholica (Cham. & Schltdl.) van Leeuwen,rubber rabbitbrush,Lythraceae
RORA,RODE3,Rotala dentifera (A. Gray) Koehne,rubber rabbitbrush,Lythraceae
RORA,RORAI,Rotala ramosior (L.) Koehne var. interior Fernald & Grisc.,rubber rabbitbrush,Lythraceae
RORA,RORAT,Rotala ramosior (L.) Koehne var. typica Fernald & Grisc.,rubber rabbitbrush,Lythraceae
RORIP,ABAB3,Rorippa Scop.,yellowcress,Brassicaceae
RORU82,ABAB3,Rosa rubiginosa L.,sweetbriar rose,Rosaceae
RORU82,ROEG,"Rosa eglanteria L., nom. utique rej.",rubber rabbitbrush,Rosaceae
ROSA5,ABAB3,Rosa L.,rose,Rosaceae
ROSI2,ABAB3,Rorippa sinuata (Nutt.) Hitchc.,spreading yellowcress,Brassicaceae
ROSI2,NASI,Nasturtium sinuatum Nutt.,rubber rabbitbrush,Brassicaceae
ROSI2,RASI,Radicula sinuata (Nutt.) Greene,rubber rabbitbrush,Brassicaceae
ROSP4,ABAB3,Rorippa sphaerocarpa (A. Gray) Britton,roundfruit yellowcress,Brassicaceae
ROSP4,NASP,Nasturtium sphaerocarpum A. Gray,rubber rabbitbrush,Brassicaceae
ROSP4,RASP2,Radicula sphaerocarpa (A. Gray) Greene,rubber rabbitbrush,Brassicaceae
ROSY,ABAB3,Rorippa sylvestris (L.) Besser,creeping yellowcress,Brassicaceae
ROSY,RASY,Radicula sylvestris (L.) Druce,rubber rabbitbrush,Brassicaceae
ROTAL,ABAB3,Rotala L.,rotala,Lythraceae
ROTE,ABAB3,Rorippa tenerrima Greene,Modoc yellowcress,Brassicaceae
ROWO,ABAB3,Rosa woodsii Lindl.,Woods' rose,Rosaceae
ROWOU,ABAB3,Rosa woodsii Lindl. var. ultramontana (S. Watson) Jeps.,Woods' rose,Rosaceae
ROWOU,ROAR5,Rosa arizonica Rydb.,rubber rabbitbrush,Rosaceae
ROWOU,ROARG,Rosa arizonica Rydb. var. granulifera (Rydb.) Kearney & Peebles,rubber rabbitbrush,Rosaceae
ROWOU,ROCO10,Rosa covillei Greene,rubber rabbitbrush,Rosaceae
ROWOU,ROLA4,Rosa lapwaiensis H. St. John,rubber rabbitbrush,Rosaceae
ROWOU,ROPE2,Rosa pecosensis Cockerell,rubber rabbitbrush,Rosaceae
ROWOU,ROUL,Rosa ultramontana (S. Watson) A. Heller,rubber rabbitbrush,Rosaceae
ROWOU,ROWOU2,Rosa woodsii Lindl. ssp. ultramontana (S. Watson) Roy L. Taylor & MacBryde,rubber rabbitbrush,Rosaceae
ROWOU,ROWOA,Rosa woodsii Lindl. var. arizonica (Rydb.) W.C. Martin & C.R. Hutchins,rubber rabbitbrush,Rosaceae
ROWOU,ROWOG3,Rosa woodsii Lindl. var. granulifera (Rydb.) W.C. Martin & C.R. Hutchins,rubber rabbitbrush,Rosaceae
RUAC3,ABAB3,Rumex acetosella L.,common sheep sorrel,Polygonaceae
RUAC3,ACAC5,"Acetosella acetosella (L.) Small, nom. inval.",rubber rabbitbrush,Polygonaceae
RUAC3,ACTE3,Acetosella tenuifolia (Wallr.) Á. Löve,rubber rabbitbrush,Polygonaceae
RUAC3,ACVU,Acetosella vulgaris Fourr.,rubber rabbitbrush,Polygonaceae
RUAC3,RUACA5,Rumex acetosella L. ssp. angiocarpus (Murb.) Murb.,rubber rabbitbrush,Polygonaceae
RUAC3,RUACP2,Rumex acetosella L. var. pyrenaeus (Pourr.) Timbal-Lagrave,rubber rabbitbrush,Polygonaceae
RUAC3,RUACT2,Rumex acetosella L. var. tenuifolius Wallr.,rubber rabbitbrush,Polygonaceae
RUAC3,RUAN,Rumex angiocarpus Murb.,rubber rabbitbrush,Polygonaceae
RUAC3,RUTE5,Rumex tenuifolius (Wallr.) Á. Löve,rubber rabbitbrush,Polygonaceae
RUAL4,ABAB3,Rumex altissimus Alph. Wood,pale dock,Polygonaceae
RUAL4,RUBR14,"Rumex britannica Meisn., non L.",rubber rabbitbrush,Polygonaceae
RUAL4,RUBR3,"Rumex brittanicus Meisn., orth. var.",rubber rabbitbrush,Polygonaceae
RUAL4,RUEL6,Rumex ellipticus Greene,rubber rabbitbrush,Polygonaceae
RUAQ,ABAB3,Rumex aquaticus L.,western dock,Polygonaceae
RUAQF,ABAB3,Rumex aquaticus L. var. fenestratus (Greene) Dorn,western dock,Polygonaceae
RUAQF,RUAQF2,Rumex aquaticus L. ssp. fenestratus (Greene) Hultén,rubber rabbitbrush,Polygonaceae
RUAQF,RUAQO,Rumex aquaticus L. ssp. occidentalis (S. Watson) Hultén,rubber rabbitbrush,Polygonaceae
RUAQF,RUFE3,Rumex fenestratus Greene,rubber rabbitbrush,Polygonaceae
RUAQF,RUOC3,Rumex occidentalis S. Watson,rubber rabbitbrush,Polygonaceae
RUAQF,RUOCF,Rumex occidentalis S. Watson var. fenestratus (Greene) Lepage,rubber rabbitbrush,Polygonaceae
RUAQF,RUOCL,Rumex occidentalis S. Watson var. labradoricus (Rech. f.) Lepage,rubber rabbitbrush,Polygonaceae
RUAQF,RUOCP,Rumex occidentalis S. Watson var. procerus (Greene) J.T. Howell,rubber rabbitbrush,Polygonaceae
RUAQF,RUSU2,Rumex subalpinus M.E. Jones,rubber rabbitbrush,Polygonaceae
RUAR,ABAB3,Rubus arcticus L.,arctic raspberry,Rosaceae
RUAR9,ABAB3,Rubus armeniacus Focke,Himalayan blackberry,Rosaceae
RUAR9,RUDI2,Rubus discolor Weihe & Nees,rubber rabbitbrush,Rosaceae
RUAR9,RUPR,Rubus procerus auct. non P.J. Müll. ex Genev,rubber rabbitbrush,Rosaceae
RUARA2,ABAB3,Rubus arcticus L. ssp. acaulis (Michx.) Focke,dwarf raspberry,Rosaceae
RUARA2,CYARA,Cylactis arctica (L.) Raf. ex B.D. Jacks. ssp. acaulis (Michx.) W.A. Weber,rubber rabbitbrush,Rosaceae
RUARA2,RUAC,Rubus acaulis Michx.,rubber rabbitbrush,Rosaceae
RUARA2,RUARA4,Rubus arcticus L. var. acaulis (Michx.) B. Boivin,rubber rabbitbrush,Rosaceae
RUBUS,ABAB3,Rubus L.,blackberry,Rosaceae
RUCI2,ABAB3,Ruppia cirrhosa (Petagna) Grande,spiral ditchgrass,Ruppiaceae
RUCI2,RUCIO,Ruppia cirrhosa (Petagna) Grande ssp. occidentalis (S. Watson) Á. Löve & D. Löve,rubber rabbitbrush,Ruppiaceae
RUCI2,RUMAO,Ruppia maritima L. var. occidentalis (S. Watson) Graebn.,rubber rabbitbrush,Ruppiaceae
RUCI2,RUMAS,Ruppia maritima L. var. spiralis (Dumort.) Moris,rubber rabbitbrush,Ruppiaceae
RUCI2,RUOC6,Ruppia occidentalis S. Watson,rubber rabbitbrush,Ruppiaceae
RUCI2,RUSP5,Ruppia spiralis Dumort.,rubber rabbitbrush,Ruppiaceae
RUCR,ABAB3,Rumex crispus L.,curly dock,Polygonaceae
RUCRC,ABAB3,Rumex crispus L. ssp. crispus,curly dock,Polygonaceae
RUDBE,ABAB3,Rudbeckia L.,coneflower,Asteraceae
RUDE,ABAB3,Rubus deliciosus Torr.,delicious raspberry,Rosaceae
RUDE,ORDE2,Oreobatus deliciosus (Torr.) James,rubber rabbitbrush,Rosaceae
RUDE2,ABAB3,Rumex densiflorus Osterh.,denseflowered dock,Polygonaceae
RUDE2,RUPR16,Rumex praecox Rydb.,rubber rabbitbrush,Polygonaceae
RUDE2,RUPY,Rumex pycnanthus Rech. f.,rubber rabbitbrush,Polygonaceae
RUHI2,ABAB3,Rudbeckia hirta L.,blackeyed Susan,Asteraceae
RUHIP,ABAB3,Rudbeckia hirta L. var. pulcherrima Farw.,blackeyed Susan,Asteraceae
RUHIP,RUBI5,Rudbeckia bicolor Nutt.,rubber rabbitbrush,Asteraceae
RUHIP,RUHIC,Rudbeckia hirta L. var. corymbifera Fernald,rubber rabbitbrush,Asteraceae
RUHIP,RUHIL,Rudbeckia hirta L. var. lanceolata (Bisch.) Core,rubber rabbitbrush,Asteraceae
RUHIP,RUHIS,Rudbeckia hirta L. var. sericea (T.V. Moore) Fernald,rubber rabbitbrush,Asteraceae
RUHIP,RUHIS2,Rudbeckia hirta L. var. serotina (Nutt.) Core,rubber rabbitbrush,Asteraceae
RUHIP,RULO8,Rudbeckia longipes T.V. Moore,rubber rabbitbrush,Asteraceae
RUHIP,RUSE16,Rudbeckia sericea T.V. Moore,rubber rabbitbrush,Asteraceae
RUHIP,RUSE5,Rudbeckia serotina Nutt.,rubber rabbitbrush,Asteraceae
RUHIP,RUSEC,Rudbeckia serotina Nutt. var. corymbifera (Fernald) Fernald & B.G. Schub.,rubber rabbitbrush,Asteraceae
RUHIP,RUSEL,Rudbeckia serotina Nutt. var. lanceolata (Bisch.) Fernald & B.G. Schub.,rubber rabbitbrush,Asteraceae
RUHIP,RUSES,Rudbeckia serotina Nutt. var. sericea (T.V. Moore) Fernald & B.G. Schub.,rubber rabbitbrush,Asteraceae
RUHY,ABAB3,Rumex hymenosepalus Torr.,canaigre dock,Polygonaceae
RUHY,RUHYE,Rumex hymenosepalus Torr. var. euhymenosepalus Rech. f.,rubber rabbitbrush,Polygonaceae
RUHY,RUHYS,Rumex hymenosepalus Torr. var. salinus (A. Nelson) Rech. f.,rubber rabbitbrush,Polygonaceae
RUID,ABAB3,Rubus idaeus L.,American red raspberry,Rosaceae
RUIDS2,ABAB3,Rubus idaeus L. ssp. strigosus (Michx.) Focke,grayleaf red raspberry,Rosaceae
RUIDS2,RUCA15,Rubus carolinianus Rydb.,rubber rabbitbrush,Rosaceae
RUIDS2,RUIDM8,Rubus idaeus L. ssp. melanolasius (Dieck) Focke,rubber rabbitbrush,Rosaceae
RUIDS2,RUIDS,Rubus idaeus L. ssp. sachalinensis (Levl.) Focke,rubber rabbitbrush,Rosaceae
RUIDS2,RUIDA,Rubus idaeus L. var. aculeatissimus Regel & Tiling,rubber rabbitbrush,Rosaceae
RUIDS2,RUIDC2,Rubus idaeus L. var. canadensis Richardson,rubber rabbitbrush,Rosaceae
RUIDS2,RUIDG,Rubus idaeus L. var. gracilipes M.E. Jones,rubber rabbitbrush,Rosaceae
RUIDS2,RUIDM2,Rubus idaeus L. var. melanolasius (Dieck) R.J. Davis,rubber rabbitbrush,Rosaceae
RUIDS2,RUIDM3,Rubus idaeus L. var. melanotrachys (Focke) Fernald,rubber rabbitbrush,Rosaceae
RUIDS2,RUIDS3,Rubus idaeus L. var. strigosus (Michx.) Maxim.,rubber rabbitbrush,Rosaceae
RUIDS2,RUME4,Rubus melanolasius Dieck,rubber rabbitbrush,Rosaceae
RUIDS2,RUNE3,Rubus neglectus Peck,rubber rabbitbrush,Rosaceae
RUIDS2,RUST,Rubus strigosus Michx.,rubber rabbitbrush,Rosaceae
RUIDS2,RUSTA2,Rubus strigosus Michx. var. acalyphaceus (Greene) L.H. Bailey,rubber rabbitbrush,Rosaceae
RUIDS2,RUSTA3,Rubus strigosus Michx. var. arizonicus (Greene) Kearney & Peebles,rubber rabbitbrush,Rosaceae
RUIDS2,RUSTC2,Rubus strigosus Michx. var. canadensis (Richardson) House,rubber rabbitbrush,Rosaceae
RULA,ABAB3,Rubus laciniatus Willd.,cutleaf blackberry,Rosaceae
RULA3,ABAB3,Rudbeckia laciniata L.,cutleaf coneflower,Asteraceae
RULAA,ABAB3,Rudbeckia laciniata L. var. ampla (A. Nelson) Cronquist,cutleaf coneflower,Asteraceae
RULAA,RUAM9,Rudbeckia ampla A. Nelson,rubber rabbitbrush,Asteraceae
RULAA,RULAA2,Rudbeckia laciniata L. ssp. ampla (A. Nelson) W.A. Weber,rubber rabbitbrush,Asteraceae
RULAL,ABAB3,Rudbeckia laciniata L. var. laciniata,cutleaf coneflower,Asteraceae
RULAL,RULAH,Rudbeckia laciniata L. var. hortensis L.H. Bailey,rubber rabbitbrush,Asteraceae
RUMA4,ABAB3,Rumex maritimus L.,golden dock,Polygonaceae
RUMA4,RUFU3,Rumex fueginus Phil.,rubber rabbitbrush,Polygonaceae
RUMA4,RUMAF,Rumex maritimus L. ssp. fueginus (Phil.) Hultén,rubber rabbitbrush,Polygonaceae
RUMA4,RUMAA,Rumex maritimus L. var. athrix H. St. John,rubber rabbitbrush,Polygonaceae
RUMA4,RUMAF2,Rumex maritimus L. var. fueginus (Phil.) Dusén,rubber rabbitbrush,Polygonaceae
RUMA4,RUMAP2,Rumex maritimus L. var. persicarioides (L.) R.S. Mitchell,rubber rabbitbrush,Polygonaceae
RUMA4,RUPE11,Rumex persicarioides L.,rubber rabbitbrush,Polygonaceae
RUMEX,ABAB3,Rumex L.,dock,Polygonaceae
RUMO9,ABAB3,Rudbeckia montana A. Gray,montane coneflower,Asteraceae
RUMO9,RUOCM,Rudbeckia occidentalis Nutt. var. montana (A. Gray) Perdue,rubber rabbitbrush,Asteraceae
RUNE,ABAB3,Rubus neomexicanus A. Gray,New Mexico raspberry,Rosaceae
RUNE,ORDEN2,Oreobatus deliciosus (Torr.) James ssp. neomexicanus (A. Gray) W.A. Weber,rubber rabbitbrush,Rosaceae
RUNE,RUEX4,Rubus exrubicundus L.H. Bailey,rubber rabbitbrush,Rosaceae
RUOB,ABAB3,Rumex obtusifolius L.,bitter dock,Polygonaceae
RUOB,ACOB3,Acetosa oblongifolia (L.) Á. Löve & D. Löve,rubber rabbitbrush,Polygonaceae
RUOB,RUOBA,Rumex obtusifolius L. ssp. agrestis (Fr.) Danser,rubber rabbitbrush,Polygonaceae
RUOB,RUOBS,Rumex obtusifolius L. ssp. sylvestris (Wallr.) Rech. f.,rubber rabbitbrush,Polygonaceae
RUOB,RUOBS2,Rumex obtusifolius L. var. sylvestris (Wallr.) Koch,rubber rabbitbrush,Polygonaceae
RUOC,ABAB3,Rubus occidentalis L.,black raspberry,Rosaceae
RUOC,RUOCP2,Rubus occidentalis L. var. pallidus L.H. Bailey,rubber rabbitbrush,Rosaceae
RUPA,ABAB3,Rubus parviflorus Nutt.,thimbleberry,Rosaceae
RUPA5,ABAB3,Rumex patientia L.,patience dock,Polygonaceae
RUPA6,ABAB3,Rumex paucifolius Nutt.,alpine sheep sorrel,Polygonaceae
RUPAP,ABAB3,Rumex paucifolius Nutt. ssp. paucifolius,alpine sheep sorrel,Polygonaceae
RUPAP,ACPA6,Acetosella paucifolia (Nutt.) Á. Löve,rubber rabbitbrush,Polygonaceae
RUPAP2,ABAB3,Rubus parviflorus Nutt. var. parviflorus,thimbleberry,Rosaceae
RUPAP2,RUPA18,Rubacer parviflorus (Nutt.) Rydb.,rubber rabbitbrush,Rosaceae
RUPAP2,RUPAB,Rubus parviflorus Nutt. var. bifarius Fernald,rubber rabbitbrush,Rosaceae
RUPAP2,RUPAG3,Rubus parviflorus Nutt. var. grandiflorus Farw.,rubber rabbitbrush,Rosaceae
RUPAP2,RUPAH,Rubus parviflorus Nutt. var. heteradenius Fernald,rubber rabbitbrush,Rosaceae
RUPAP2,RUPAH2,Rubus parviflorus Nutt. var. hypomalacus Fernald,rubber rabbitbrush,Rosaceae
RUPAP2,RUPAP3,Rubus parviflorus Nutt. var. parvifolius (A. Gray) Fernald,rubber rabbitbrush,Rosaceae
RUPPI,ABAB3,Ruppia L.,widgeonweed,Ruppiaceae
RUPU,ABAB3,Rubus pubescens Raf.,dwarf red blackberry,Rosaceae
RUPUP2,ABAB3,Rubus pubescens Raf. var. pubescens,dwarf red blackberry,Rosaceae
RUPUP2,CYPU12,Cylactis pubescens (Raf.) W.A. Weber,rubber rabbitbrush,Rosaceae
RUPUP2,RUTR9,Rubus triflorus Richardson,rubber rabbitbrush,Rosaceae
RUSA,ABAB3,Rumex salicifolius Weinm.,willow dock,Polygonaceae
